,senti_score,tweet_content,country_list
11370,-0.05,"International Military Review \u2013 Syria, April 21, 2016\nhttps:\/\/t.co\/zeos8nCDLN",Canada
11371,0.0,#Syria'n regime tanks pounding the #Asayish headquarter from nearby #Qamishli airbaise\nhttps:\/\/t.co\/niiW3uauHF,Denmark
11372,-0.0125,Epic battles between Assad NDF dogs &amp; YPG pigs in Qamishli. May the force gives them the strength to finish each other soo\u2026,Sweden
11373,-0.1,While U.S. sends equipment to known terror groups\n\nWhite House concerned Russia moving military equipment into Syria h\u2026,USA
11374,0.0,"Torture, Syria Intervention and the Murder of Innocents ~ #BillMoyers",Canada
11375,0.0,\u201cSURRENDER NOW\u201d,Canada
11376,-0.0318181818182,"Despite #Assad's terrorism, #Syria-ns' will to live is stronger\n45 were killed in Maaret Alnuman #Idleb yesterday",Canada
11377,0.0,\u062a\u062f\u0647\u0648\u0631 \u0627\u0644\u0623\u0648\u0636\u0627\u0639 \u0641\u064a \u0627\u0644\u0642\u0627\u0645\u0634\u0644\u064a \u0628\u064a\u0646 \u0627\u0644\u062c\u064a\u0634 \u0627\u0644\u0633\u0648\u0631\u064a \u0648(\u0648\u062d\u062f\u0627\u062a \u062d\u0645\u0627\u064a\u0629 \u0627\u0644\u0643\u0631\u062f) \u0648\u0627\u0644\u0623\u062e\u064a\u0631\u0629 \u064a\u0623\u062a\u064a\u0647\u0627 \u062f\u0639\u0645 \u0645\u0646 \u0631\u0623\u0633 \u0627\u0644\u0639\u064a\u0646 \u0648 \u062a\u0644 \u0627\u0628\u064a\u0636,Sweden
11378,0.5,I just bought a free polio vaccine on JellyChip for a child in Syria!,USA
11379,0.136363636364,Al Qamishli becomes new battleground between Kurds and Asad Regime in Syria -,Pakistan
11380,-0.35,That girl completely erased the hate crimes Muslims go through and the oppressed Palestinians and civilians in Iraq and Syr\u2026,Canada
11381,0.0,#Syria @KoblerSRSG @UN_Water @WorldBank @Who #ParisAgreement #GlobalGoals &amp;more. On htt\u2026,United States
11382,0.0,Assad Regime,Bosnia and Herzegovina
11383,0.0,"May Allah the almighty grant YPG victory over NDF\/SAA, grant NDF\/SAA victory over YPG and save the civilians #Syria",Sweden
11384,0.0,"King Salman met President Obama, Iranian interference and crisis in #Syria on agenda",Iraq
11385,-0.129166666667,War in Syria in its 6th year destroying lives.Two images of the same little Syrian girl.\nhttps:\/\/t.co\/EHvRjvyuFm,USA
11386,0.125,U.S. concerned Russia moving military equipment into Syria\n\nRead the full article:,Canada
11387,0.0,One of them looks like a teenager almost #Iran #Syria,Canada
11388,0.0,"Funeral of seven members of the IRGC Fatimiyoun (Afghan) Brigade who died in #Syria, held in Qom #Iran",Canada
11389,0.0,Largest-ever aid convoy arrives in Syria as hundreds evacuated,Spain
11390,0.0,"\""Britain to take in 3,000 more vulnerable child refugees from war-torn Syria region ...\"" ",Australia
11391,0.0,US Officials Say Russia Preparing For Aleppo Offensive As Syria \u2018Ceasefire\u2019 Collapses,Australia
11392,0.0,#Syria Clashes also reported from southern rural #Qamishli btw #YPG &amp; #Assad-forces\nRegime controls ~30 villages,Switzerland
11393,-0.4,.@putintintin1 #Syria #Detainees_first Assad prisons &amp; intelligence branches R worse than Nazi concentration camps https\u2026,India
11394,-0.2,#Syria #Assad-forces shelling kurdish town of #Qamishli with heavy weapons from their bases in outskirts,Belgium
11395,0.0,Widespread Condemnation of #Assad\u2019s Massacres,Canada
11396,0.0,"@RobPutrus @bazyli3 @2fast2igor @SyriacMFS The northeast of todays Syria was never called Syria, it has been called Jazira\/Gozarto\/Cizire.",Canada
11397,0.4,PM Netanyahu to President Putin:\nWe are working to prevent the transfer of advanced weaponry from Iran and Syria to Hezbolla\u2026,Israel
11398,0.0,"Syria receives largest aid delivery yet as talks falter, AFP",USA
11399,0.0,"Whaaaaaat?!? \n\nLeader of Syria Rescue Group, Arriving in U.S. for Award, Is Refused Entry",Canada
11400,-0.4,@Mediaite Fuck Clooney. Guy is a lunatic. Deport the bastard to Syria.,Canada
11401,0.0,"While millions in #Syria starved or became Refugees, the Assad regime was buying luxury London flats. #PanamaPapers ht\u2026",Canada
11402,-0.3,The conflict in Syria has forced 2.6MM children out of #school. #SyriaCrisis,USA
11403,0.0,.@AmnestyUK's chief interviewing Alaa Zaza at the Syrian Nonviolence Movement office in Turkey,Egypt
11404,0.0,#\u0627\u0644\u0631\u0642\u0629_\u062a\u0630\u0628\u062d_\u0628\u0635\u0645\u062a\n#Raqqa #Syria #ISIS\n\u0645\u0646 \u0645\u062f\u064a\u0646\u0629 \u0644\u0648\u0628\u064a\u0643 \u0641\u064a \u0627\u0644\u0645\u0627\u0646\u064a\u0627\n\n\u0639\u0627\u0645\u064a\u0646 \u0648\u0645\u0633\u062a\u0645\u0631\u0648\u0646,Brazil
11405,0.1,"\""U.N. sees 'modest' progress on Syria aid, but Damascus blocks supplies\"" -",Canada
11406,0.0,#ISIS' sleeper cells activate in #Syria's #Idlib,Canada
11407,0.1,#SAA is clashing with #ISIS fighters near #Arak village and T3 Airport.Government forces are advancing. #Homs #Syria,Canada
11408,0.0,ALLAHU AKBAAAAAAAAAAAAAR.. #TwitterKurds #Syria,Sweden
11409,-0.2,"#IRAN\nFuneral Of 7 Members Of #IRGC Fatimiyoun Brigade Who Killed In #Syria, Held In #Qom. #TerrorMonitor",Canada
11410,0.1,"\""U.N. sees 'modest' progress on Syria aid, but Damascus blocks supplies\"" -",Canada
11411,0.0,A coalition of 17 groups have sent a letter to #Congress specifying $38.6B in #Pentagon budget cuts:,Canada
11412,0.0,The Hitchhiker's Guide to the Islamic State | A Raqqa resident joins an oil smuggler's journey across northern Syria https\u2026,Canada
11413,0.136363636364,"Newly added: Counter-ISIL Strikes Hit Terrorists in Syria, Iraq",Canada
11414,0.0,Lets tell this son of a Mailman to drop out and take Soros and all the Ohio refugees and illegals with him! Syria?,Canada
11415,0.0,#Pentagon Says #Russia Can Fight in #Ukraine and #Syria Another Two Years,USA
11416,0.25,May I suggest the first country he visits be Syria?,USA
11417,-0.05,News Update Syria's ancient Palmyra has been demined: Russian military,USA
11418,0.0,"\""I want to be a judge because I believe in justice for all\"" Fatima from Aleppo, Syria #childrenofsyria @UNICEFJordan",Canada
11419,0.0,A coalition of 17 groups have sent a letter to #Congress specifying $38.6B in #Pentagon budget cuts:,Canada
11420,0.0,#Dailystar Russian army says Syria's Palmyra completely de-mined: Russia's military on Thursday said it...,USA
11421,0.5,#Dailystar Clashes in northeast Syria kill 21 govt troops: Kurdish official: More than 21 members of pr...,USA
11422,0.0,"Britain to take in 3,000 more vulnerable child refugees from war-torn Syria region \n\nhttps:\/\/t.co\/BDf70VH9lx",USA
11423,0.5,#DailyStarLeb Clashes in northeast Syria kill 21 govt troops: Kurdish official: More than 21 members of pro-go...,Canada
11424,-0.05,U.S. Concerned By Reports Of Increased Russian Military Presence In Syria @BBCWorld,Canada
11425,-0.2,"#IRAN\nFuneral Of 7 Members Of #IRGC Fatimiyoun Brigade Who Killed In #Syria, Held In #Qom. #TerrorMonitor",Morocco
11426,0.0,\ud83d\udd0a!,Indonesia
11427,0.0,#TwitterKurds #Rojava #YPG #YPJ #SDF #Syria,Spain
11428,-0.2,"People flee from heavy fightings\nbtw kurdish #YPG &amp; Assad-forces, \nRegime is shelling #Qami\u015flo with mortars #Syria",Denmark
11429,0.0,"In Moscow, Israel PM pushes Putin on Syria, Iran concerns",Israel
11430,0.0,Al-Halaqi: Some countries are unwilling to support political track to resolve crisis in Syria,Egypt
11431,0.0,Largest aid delivery yet arrives in #Syria\nhttps:\/\/t.co\/xrKfCIbyZB,USA
11432,-0.1,"@HillaryClinton  @JustinTrudeau  Have you forgotten that there are Iraqi refugees in Syria saved him , especially the disabled and children",Iraq
11433,-0.5,"UK to take in up to 3,000 additional refugees, mostly vulnerable children, from Syria crisis",Burundi
11434,0.0,ISIS' sleeper cells activated in Syria's Idlib,Spain
11435,0.0,"King Salman met President Obama, Iranian interference and crisis in #Syria on agenda",USA
11436,0.0,\u041d\u0430\u0447\u0430\u043b\u0438\u0441\u044c \u043f\u043e\u0441\u0442\u0430\u0432\u043a\u0438 \u0441\u0430\u043c\u043e\u0439 \u043a\u0440\u0443\u043f\u043d\u043e\u0439 \u043f\u0430\u0440\u0442\u0438\u0438 \u0433\u0443\u043c\u0430\u043d\u0438\u0442\u0430\u0440\u043d\u043e\u0439 \u043f\u043e\u043c\u043e\u0449\u0438 \u0432 \u0421\u0438\u0440\u0438\u044e,USA
11437,0.0,"Funeral of seven members of the IRGC Fatimiyoun (Afghan) Brigade who died in #Syria, held in Qom #Iran",Morocco
11438,0.05,Russian army says Syria's Palmyra completely de-mined,Indonesia
11439,0.0,Clashes in northeast Syria kill 21 govt troops: Kurdish official,Indonesia
11440,0.05,Russian army says Syria's Palmyra completely de-mined,Indonesia
11441,0.0,We Fulfil All Demands for Political Crisis Resolution,USA
11442,0.0,Clashes in northeast Syria kill 21 govt troops: Kurdish official,Indonesia
11443,-0.05,White House concerned Russia moving military equipment into Syria,Canada
11444,0.0,"\""I want to be a judge because I believe in justice for all\"" Fatima from Aleppo, Syria #childrenofsyria @UNICEFJordan",Riyadh Saudi Arabia
11445,0.0,"@AabzAdamski @BreitbartLondon Spend a week in Syria, sweetcheeks! Then see how your pre-adolescent, peasants-eye-view of existence holds up.",Canada
11446,0.8,MIA missed what could have been a great opportunity to talk abt Palestine\/Syria\/ refugees &amp; instead just sat there blaming a\u2026,Canada
11447,0.0,#Syria #YPG preparing the ground for federalism \/ independence,Slovenia
11448,-0.5,"UK to take in up to 3,000 additional refugees, mostly vulnerable children, from Syria crisis",Burundi
11449,0.0,#Syria @KoblerSRSG @UN_Water @WorldBank @Who #ParisAgreement #GlobalGoals &amp;more. On htt\u2026,United States
11450,0.0,"\""Syria for syrians\""  #SyriaForKhamenei",Morocco
11451,0.0,Obama Says Syria Cease-Fire Facing Collapse,Canada
11452,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,USA
11453,-0.05,#Canada WORLD Syria's ancient Palmyra has been demined: Russian military,Canada
11454,-0.05,Syria's ancient Palmyra has been demined: Russian military,Pakistan
11455,-0.05,#news Syria's ancient Palmyra has been demined: Russian military,USA
11456,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Switzerland
11457,-0.05,@Reuters Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military s...,USA
11458,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Russia
11459,-0.5,"UK to take in up to 3,000 additional refugees, mostly vulnerable children, from Syria crisis",Burundi
11460,0.0,. @MSF denuncia que 100.000 sirios est\u00e1n atrapados en la frontera turca que sigue cerrada a cal y canto,Canada
11461,-0.05,[Reuters] Syria's ancient Palmyra has been demined: Russian military,USA
11462,-0.05,NC $ Syria's ancient Palmyra has been demined: Russian military,Canada
11463,0.0,Unbiased analysis of #Russian intervention in #Syria\nAnother gem by @AsianWarriorIN \nThanks to trio,China
11464,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Dominican Republic
11465,-0.0333333333333,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian milit...,USA
11466,0.0,\u0412\u0410\u0416\u041d\u041e!\n\u0414\u0430\u043c\u0430\u0441\u043a \u043d\u0430\u043c\u0435\u0440\u0435\u043d \u043d\u0430\u0447\u0430\u0442\u044c \u043f\u043e\u0434\u0433\u043e\u0442\u043e\u0432\u043a\u0443 \u043a \u043e\u0441\u0432\u043e\u0431\u043e\u0436\u0434\u0435\u043d\u0438\u044e \u0414\u0435\u0439\u0440-\u044d\u0437-\u0417\u043e\u0440\u0430\nhttps:\/\/t.co\/DqgWPurzak,Kazakhstan
11467,0.0,American victims of #Iran terrorism must be paid by Tehran,Iraq
11468,-0.05,MD MEDIA Syria's ancient Palmyra has been demined: Russian military,Canada
11469,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Japan
11470,0.0,@missyasin @sunny_hundal @HillaryClinton @GMA What about Libya? What about Syria? What about Honduras?,USA
11471,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said...,Indonesia
11472,0.0,"Britain to take in 3,000 more vulnerable child refugees from war-torn Syria region \n\nhttps:\/\/t.co\/BDf70VH9lx",USA
11473,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,USA
11474,-0.05,(\u0361\u0e4f\u032f\u0361\u0e4f) Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military sa...,Canada
11475,-0.05,TEXAS $$ Syria's ancient Palmyra has been demined: Russian military,Canada
11476,-0.05,^~^ Syria's ancient Palmyra has been demined: Russian military  |,Germany
11477,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11478,-0.05,Syria's ancient Palmyra has been demined: Russian military ,Canada
11479,-0.05,CLINIC Syria's ancient Palmyra has been demined: Russian military,Canada
11480,0.0,#TwitterKurds #Rojava #YPG #YPJ #SDF #Syria,Spain
11481,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,USA
11482,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11483,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11484,-0.2,"7 Afghan Fatemyoun Shia terrorists tricked by #Iran to come and fight for Assad in #Syria, killed in south #Aleppo.",Iceland
11485,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11486,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11487,0.0,#Syria Kurdish #YPG try to storm regime hold #Qamishli National Hospital\nhttps:\/\/t.co\/X38F68yBt5,Denmark
11488,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11489,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11490,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11491,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11492,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11493,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11494,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11495,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11496,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11497,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11498,0.0,@mignatiou Go Syria GO!,United Kingdom
11499,0.0,Syrian Arab Republic: 50 regime forces surrender to Kurds in northeast Syria,Turkey
11500,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11501,0.0,Syrian Arab Republic: Syria relief efforts intensify even as peace talks falter,Turkey
11502,-0.05,White House concerned Russia moving military equipment into Syria,USA
11503,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11504,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11505,0.0,#Syria Aleppo nth rif the village of\u00a0Kafar\u2026,USA
11506,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11507,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11508,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11509,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11510,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11511,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11512,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11513,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11514,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11515,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11516,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11517,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11518,0.0,#TwitterKurds #Rojava #YPG #YPJ #SDF #Syria,Spain
11519,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11520,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11521,0.0,"10 executions, including two women, concurrent with Ms. Mogherini\u2019s trip to Iran",Iraq
11522,0.0,Syrian Army intervenes after Kurdish forces escalate the violence in #Qamishli,02000
11523,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11524,0.1,"\""U.N. sees 'modest' progress on Syria aid, but Damascus blocks supplies\"" -",USA
11525,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11526,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11527,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11528,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11529,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11530,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11531,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11532,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11533,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11534,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11535,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11536,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11537,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11538,-0.05,ARLINGTON: Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters)...,Canada
11539,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,USA
11540,-0.05,#News Syria's ancient Palmyra has been demined: Russian military,Canada
11541,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11542,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11543,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Indonesia
11544,0.0,Backs both al-Qaeda &amp; ISIS.\nAmerican analysts:,Canada
11545,-0.0333333333333,#ReutersWorldNews Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian m...,Thailand
11546,0.0,#Syria Clashes also reported from southern rural #Qamishli btw #YPG &amp; #Assad-forces\nRegime controls ~30 villages,USA
11547,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Africa
11548,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,USA
11549,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,USA
11550,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,China
11551,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,USA
11552,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Pakistan
11553,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11554,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,USA
11555,0.0,Col. Warren explains ROE change for Iraq\/Syria strikes:,Iraq
11556,-0.0333333333333,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian mi...,Spain
11557,-0.0333333333333,#news Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian mi...,Canada
11558,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11559,0.0,Putin probably told Netanyahu #Russia can protect #Israel frm #Syria rebels MANPADS 'threat'\nhttps:\/\/t.co\/SDXZM5Dzza http\u2026,Canada
11560,0.0,Col. Warren explains ROE change for Iraq\/Syria strikes:,Canada
11561,0.1,"Syrian Army, Desert Hawks storm Kabani for 3rd straight day",02000
11562,0.0,EDU SYRIA-Dina &amp; Mohammed thank #EUinJordan for helping realise their dream to continue their university studies,Canada
11563,-0.05,Syria's ancient Palmyra has been demined: Russian military  #news,Canada
11564,-0.05,Reuters World News \u00b0 Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russia...,Canada
11565,-0.05,Syria's ancient Palmyra has been demined: Russian military  #world #news,Canada
11566,-0.05,(EN) Syria's ancient Palmyra has been demined: Russian military,Thailand
11567,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Serbia
11568,-0.0333333333333,#Maldives #spa Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian mili... ,Canada
11569,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Portugal
11570,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,USA
11571,0.0,the operation in Syria has allowed to perform a crucial task in the fight against bandits \u00bbE-news.su,USA
11572,-0.05,Syria's ancient Palmyra has been demined: Russian military,Egypt
11573,0.0,"Russia ignores Obama's plea for Syria ceasefire, shifts forces to Aleppo\nMore :",USA
11574,0.0,\u0627\ufef7\u062e\u0648\u0627\u0646 \u0648\u0627\u0644\u0639\u0631\u0628\u0627\u0646 \u0648\u0627\u0644\u0635\u0647\u0627\u064a\u0646\u0629 \u0648\u0627\ufef7\u0645\u064a\u0631\u0643\u0627\u0646 \u0642\u0627\u0644\u0648\u0627\n\u0628\u062f\u0623\u062a \u0627\u0644\u062b\u0648\u0631\u0629 \u0633\u0644\u0645\u064a\u0629 \u0628\u0633\u0648\u0631\u064a\u0627\n\u0634\u0627\u0647\u062f\u0648\u0627 \u0623\u0633\u0645\u0627\u0621 \u0634\u0647\u062f\u0627\u0621 \u0627\u0644\u062c\u064a\u0634 \u0642\u0628\u0644 \u0623\u0646 \u062a\u0643\u0645\u0644 \u062b\u0648\u0631\u0646\u062a\u0647\u0645 \u0627\u0644\u0634\u0647\u0631\nht\u2026,Canada
11575,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Canada
11576,-0.05,Syria's ancient Palmyra has been demined: Russian military,Canada
11577,-0.05,Syria's ancient Palmyra has been demined: Russian military,Vietnam
11578,-0.05,Syria's ancient Palmyra has been demined: Russian military,Vietnam
11579,-0.05,Syria's ancient Palmyra has been demined: Russian military,Vietnam
11580,-0.05,Syria's ancient Palmyra has been demined: Russian military,Vietnam
11581,-0.05,Syria's ancient Palmyra has been demined: Russian military: MOSCOW (Reuters) - The Russian military said on Th...,Indonesia
11582,0.0,Syria conflict: Largest aid convoy reaches besieged Rastan - BBC News,USA
11583,-0.5,Who the fuck said so? #US ain't fuckin with #Ankara and never should...#fuckaErdogan!,Canada
11584,0.0,"YPG FTW, SAA FTW.",Canada
11585,0.0,@_denk_mal_ Netanyahu Says Israel will Never Give Back Stolen Golan Heights ,Greenland
11586,-0.1,"Had Pappu been PM,Modi &amp; co would have been in jail by now.",USA
11587,0.0,"Fierce ongoing gunfire btwn #YPG, Asayish forces &amp; Syrian regime #NDF around security area &amp; Tiye neighborhood in #Qamishl\u2026",Canada
11588,-0.1875,Little Nada is from Daraa in #Syria. She's in a camp in Greece with her family &amp; showed me a picture in her notebook,
11589,0.0,"@DavidKenner I think a big get-together of Syria analysts and journalists is much-needed to make sense of this, and soon...",India
11590,0.0,#Syria'n regime tanks pounding the #Asayish headquarter from nearby #Qamishli airbaise\nhttps:\/\/t.co\/niiW3uauHF,Morocco
11591,-0.5,"UK to take in up to 3,000 additional refugees, mostly vulnerable children, from Syria crisis",Burundi
11592,0.5,Is a digital reconstruction the best way to help Syria repair its heritage?,USA
11593,0.0,#Syria @KoblerSRSG @UN_Water @WorldBank @Who #ParisAgreement #GlobalGoals &amp;more. On htt\u2026,United States
11594,0.0,#Syria Clashes also reported from southern rural #Qamishli btw #YPG &amp; #Assad-forces\nRegime controls ~30 villages,USA
11595,0.0,Wahhabism is the mother of all Islamist Terrorist Groups like #ISIS #AlQaeda #Taliban #BokoHaram etc #Syria #London,Canada
11596,0.0,"If the word #genocide is used &amp; nothing happens, does it not debase the coinage of the word &amp; sheer hypocrisy?",Canada
11597,-0.05,#reuters Syria's ancient Palmyra has been demined: Russian military,Canada
11598,0.0,"King Salman met President Obama, Iranian interference and crisis in #Syria on agenda",Iraq
11599,0.0,@Ben_Maloney @missyasin what is the criticism over Syria?,USA
11600,-0.05,Syria's ancient Palmyra has been demined: Russian military - MOSCOW (Reuters) - The Russian military said on Th...,Canada
11601,0.0,The flag of #Assad's regime dropped from Allya prison in #Syria and replaced with that of Rojava Asayish.,Canada
11602,-0.00833333333333,"#YPG = #US useful idiots.\nPutin's Kurdish pivot has been a failure, time for a policy shift.\n#Qamishli #Syria\nhttps:\/\/t.c\u2026",Morocco
11603,-0.05,Baby Steps on the Long Road to Justice for Atrocities in Syria. \n\nhttps:\/\/t.co\/5WyCxjOtDL,Indonesia
11604,0.0,"YPG FTW, SAA FTW.",USA
11605,-0.05,Syria's ancient Palmyra has been demined: Russian military,Ecuador
11606,0.0,Another low on the Golan Heights - Opinion ,Canada
11607,0.0,Assad must be stopped. He has imprisoned over 200K civilians. #Detainees_First  #SaveTheRest #Syria,USA
11608,-0.0318181818182,"Despite #Assad's terrorism, #Syria-ns' will to live is stronger\n45 were killed in Maaret Alnuman #Idleb yesterday",USA
