,country,senti_score,tweet_content
8822,Lumpur,0.0,46 rakyat Malaysia sertai Daesh masih di Syria \u2013 PDRM
8823,Canada,1.0,#Syria cease-fire best basis for peace
8824,Canada,0.242857142857,"Obama's warning on Syria \u2014 \""Right now, the cessation of hostilities is very fragile\"""
8825,Canada,0.15,"\""Aid convoy sets off for rare delivery in Syria's Homs province - Red Cross\"" -"
8826,Canada,0.15,"\""Aid convoy sets off for rare delivery in Syria's Homs province - Red Cross\"" -"
8827,Paris,0.0,"Modern-day capitalism has also helped desensitize people, folk are focused on paying off credit-cards, mortgages."
8828,Santiago,0.0,"\u00abLa ONU ve progresos 'modesto' en ayuda de Siria, pero Damasco bloquea suministros\u00bb-"
8829,Canada,0.0,North #Syria via @AlanKonevi\n\nPurple-Arab\nYellow-Kurd\nRed-Turkmen\nPink-Mixed\nGreen-Assyrian\nLime Green-Circassian
8830,Bern,-0.2,#Syria #Assad-forces shelling kurdish town of #Qamishli with heavy weapons from their bases in outskirts
8831,Riyadh,0.0,\u0628\u062f\u0621 \u0625\u062f\u062e\u0627\u0644 \u0623\u0643\u0628\u0631 \u0642\u0627\u0641\u0644\u0629 \u0645\u0633\u0627\u0639\u062f\u0627\u062a \u0641\u064a #\u0633\u0648\u0631\u064a\u0627 \u0625\u0644\u0649 \u0645\u062f\u064a\u0646\u0629 #\u0627\u0644\u0631\u0633\u062a\u0646
8832,Copenhagen,0.0,Iranian revolutionary guards dropping like flies in Syria
8833,Greenland,0.1,"\""U.N. sees 'modest' progress on Syria aid, but Damascus blocks supplies\"" -"
8834,Canada,-0.1375,"Syrian government continues to brutally attack, bombard &amp; starve its own civilians. #Syria"
8835,Novosibirsk,0.0,"\""I want to be a judge because I believe in justice for all\"" Fatima from Aleppo, Syria #childrenofsyria @UNICEFJordan"
8836,London,-0.0333333333333,White House concerned Russia moving military equipment into Syria: The post White House concerned Russia movin...
8837,Canada,0.0,#Assad helicopters flying above #Qamishli City now. \n#Syria
8838,Canada,0.168181818182,Live from the #DigitalMediaZone at the @UN High Level Debate today! #VR #Syria #Gaza #Ebola #ict4d #ReShapeAid
8839,Greenland,0.0,\u0628\u062f\u0621 \u0625\u062f\u062e\u0627\u0644 \u0623\u0643\u0628\u0631 \u0642\u0627\u0641\u0644\u0629 \u0645\u0633\u0627\u0639\u062f\u0627\u062a \u0641\u064a #\u0633\u0648\u0631\u064a\u0627 \u0625\u0644\u0649 \u0645\u062f\u064a\u0646\u0629 #\u0627\u0644\u0631\u0633\u062a\u0646
8840,Canada,0.0,The Daily Brief: France emergency; LGBT dictionary delight; Syria's war criminals; refugees \nhttps:\/\/t.co\/XElEuikbG7 @hrw
8841,Athens,0.0,hmmmm all of these sites with various campaigns calling for western intervention in syria are run by the same person
8842,Canada,0.0,"SAA Suqoor Al Sahra targeting Al Nusra (Al Qaeda in Syria) + allies with artillery in Kabani, Northern Lattakia CS"
8843,Canada,0.0,#Syria Kurdish #YPG try to storm regime hold #Qamishli National Hospital\nhttps:\/\/t.co\/X38F68yBt5
8844,Canada,0.0916666666667,"It's important to divulge any Saudi involvement on 9\/11 given its current support for al-Qaeda in Syria, Yemen and other sp\u2026"
8845,Casablanca,0.214285714286,"If #Syria\/#Lebanon model of #governance worked for certain time 2serve some interests,#westernsahara\ud83c\uddf2\ud83c\udde6 will never be s\u2026"
8846,Canada,0.0,".@StateDept , without any doubt YES! "
8847,London,0.0,The United Nations-brokered Peace talks threatened as violence surges
8848,Brussels,-0.05,Molham and Hala provide testimony to their long journey from Syria to Europe #CEMR2016
8849,Canada,-0.15,What happens when you resist the world's most violent jihadis? Watch Part 1-5\nBBC News - The takeover
8850,Lumpur,0.0,Angelina is \ud83d\ude2d\ud83d\ude2d
8851,Jerusalem,0.0,#syria  \u0645\u0633\u0624\u0648\u0644 \u0623\u0645\u064a\u0631\u0643\u064a: \u0631\u0648\u0633\u064a\u0627 \u062a\u0639\u064a\u062f \u0646\u0634\u0631 \u0627\u0644\u0645\u062f\u0641\u0639\u064a\u0629 \u0641\u064a \u0634\u0645\u0627\u0644 \u0633\u0648\u0631\u064a\u0627 \u0648\u062e\u0627\u0635\u0629 \u0642\u0631\u0628 ... 
8852,London,0.0,The United Nations-brokered Peace talks threatened as violence surges
8853,AmericaNewYork,0.0,"'The bombs follow us everywhere,' refugees in Turkey-Syria border town tell MEE"
8854,Madrid,0.0,Combates entre el ISIS y el ejercito sirio en Arak y en la T3 al este de Palmira
8855,Bern,0.0,#Syria Kurdish #YPG try to storm regime hold #Qamishli National Hospital\nhttps:\/\/t.co\/X38F68yBt5
8856,London,0.275,Great to hear we are taking in 3000 vulnerable children from Syria. Big win for the @LibDems who have been campaigning on thi\u2026
8857,Athens,0.45,First Lady Erdogan brought Syrian girl's relatives from Syria to Turkey. Very touching 
8858,Cairo,0.0,Over 60% of the #Palestine #refugees registered with UNRWA in #Syria have been displaced. #RememberUs
8859,Canada,-0.1,"In the time she spent talking about Beyonce and BlackLivesMatter she could've spoken about Syria, Muslims and Palestinians"
8860,Athens,0.5,"These inhuman CIA Agents thirst for blood is unquenchable, here wishing more war upon Syria:\nhttps:\/\/t.co\/itvGm1YYG5 ht\u2026"
8861,Canada,-0.4,Syrian PM Tells Sputnik Who\u2019s Behind Arming of Terrorists in Country:
8862,Vienna,0.0916666666667,"It's important to divulge any Saudi involvement on 9\/11 given its current support for al-Qaeda in Syria, Yemen and other sp\u2026"
8863,Schweiz,0.136363636364,Now - UN Envoy de Mistura speaking about humanitarian aid in #Syria\nWatch live:
8864,Canada,0.0,Syrian civilians victims of assad airstrikes yesterday on #Ghouta #Syria \n#warcrimes \n#pray4syria \n\nhttps:\/\/t.co\/ugmgY410re
8865,Lumpur,0.0,\ud83d\udd0a!
8866,Delhi,0.0,"Obama, Concluding Talks With Gulf Leaders, Warns on Syria: President Obama said the cease-fire in Syria\u2019s five-year civil war was fra..."
8867,London,-0.0333333333333,White House concerned Russia moving military equipment into Syria: The post White House concerned Russia movin...
8868,Athens,0.1,The #Syria talks need to focus more on this type of effort than politics at this point. #RegimeChange is secondary.
8869,Jerusalem,-0.0333333333333,"Iran sends Afghan children to fight in #Syria, 5 killed this week, youngest was only 15 yrs old"
8870,Canada,0.0,"President Obama said the cease-fire in Syria\u2019s five-year civil war was fragile and in danger of collapse, as he concluded talks in Sa..."
8871,Canada,0.0,"President Obama said the cease-fire in Syria\u2019s five-year civil war was fragile and in danger of collapse, as he concluded talks in Sa..."
8872,Canada,0.0,"President Obama said the cease-fire in Syria\u2019s five-year civil war was fragile and in danger of collapse, as he concluded talks in Sa..."
8873,Canada,0.0,"President Obama said the cease-fire in Syria\u2019s five-year civil war was fragile and in danger of collapse, as he concluded talks in Sa..."
8874,Canada,0.0,"President Obama said the cease-fire in Syria\u2019s five-year civil war was fragile and in danger of collapse, as he concluded talks in Sa..."
8875,Canada,0.0,"President Obama said the cease-fire in Syria\u2019s five-year civil war was fragile and in danger of collapse, as he concluded talks in Sa..."
8876,Canada,0.0,"President Obama said the cease-fire in Syria\u2019s five-year civil war was fragile and in danger of collapse, as he concluded talks in Sa..."
8877,Canada,0.0,"President Obama said the cease-fire in Syria\u2019s five-year civil war was fragile and in danger of collapse, as he concluded talks in Sa..."
8878,Canada,0.5,@avatarasd @TheHistoryEagle @JulianRoepcke Interesting 2 see how US-Turkey relations complicate the matter-read this
8879,Canada,0.0,"\""I want to be a judge because I believe in justice for all\"" Fatima from Aleppo, Syria #childrenofsyria @UNICEFJordan"
8880,Karachi,0.0,#RefugeeCrisis Told Through #Syria\/n Artists #painting @aiww
8881,Berlin,-0.075,Qamishli: (NE-Syria\/Rojava): what is NDF popular militia:
8882,Mumbai,0.0,Over 60% of the #Palestine #refugees registered with UNRWA in #Syria have been displaced. #RememberUs
8883,Canada,0.0,I wonder why there's a Jabhat Al Nusra (Al Qaeda in Syria) flag in the supposedly 'moderate rebel' city of Aleppo?
8884,Quito,0.0,\u062f\u0645\u0634\u0642 \u0633\u062a\u062c\u0631\u064a \u0627\u0633\u062a\u0641\u062a\u0627\u0621 \u0639\u0644\u0649 \u0627\u0644\u062f\u0633\u062a\u0648\u0631 \u0628\u0639\u062f \u062a\u0634\u0643\u064a\u0644 \u062d\u0643\u0648\u0645\u0629 \u062c\u062f\u064a\u062f\u0629 #Syria
8885,Canada,0.0,I'm starting to hear that Ohio don't want him anymore.
8886,London,0.0,The United Nations-brokered Peace talks threatened as violence surges
8887,Cairo,0.0,BBC NewsSyria co...
8888,Hanoi,0.0,NATO tuy\u00ean b\u1ed1 Nga v\u1eabn hi\u1ec7n di\u1ec7n qu\u00e2n s\u1ef1 \u0111\u00e1ng k\u1ec3 \u1edf Syria
8889,Amsterdam,0.0,"terribile sentirlo dire da una bambina Che cosa fanno le bombe?\"" \""Loro vogliono uccidermi\"" #Syria #Daraya"
8890,Casablanca,-0.15,"When Turkey joins the EU it will share a common external border with Syria, Iraq and Iran. #VoteLeave for security. http\u2026"
8891,London,0.0,The United Nations-brokered Peace talks threatened as violence surges
8892,Amsterdam,0.0,"\""Che cosa fanno le bombe?\""\n\""Loro vogliono uccidermi\""\n#Syria #Daraya"
8893,Baghdad,0.0,\u0643\u0648\u0628\u0631\u0627 \u064a\u0648\u0627\u0635\u0644 \u0639\u0645\u0644\u0647 \u0645\u0646 \u062e\u064a\u0645\u0629 \u0628\u0631\u064a\u0641 \u062d\u0644\u0628 \u0627\u0644\u0634\u0645\u0627\u0644\u064a \u062d\u0648\u0644\u0647\u0627 \u0644\u0645\u0631\u0635\u062f \u0635\u063a\u064a\u0631
8894,Berlin,0.0,#Syria Regime helicopters now above #Qamishli city \n-reinforcements or ecacuation?
8895,Canada,0.1,"\""U.N. sees 'modest' progress on Syria aid, but Damascus blocks supplies\"" -"
8896,Amsterdam,0.0,"'The bombs follow us everywhere,' refugees in Turkey-Syria border town tell MEE"
8897,Jerusalem,0.4,PM Netanyahu to President Putin:\nWe are working to prevent the transfer of advanced weaponry from Iran and Syria to Hezbollah in Lebanon.
8898,Canada,0.8,MIA missed what could have been a great opportunity to talk abt Palestine\/Syria\/ refugees &amp; instead just sat there blaming a\u2026
8899,Island,0.0,#Iran is using Afghan child soldiers to fight &amp; die for Assad in #Syria
8900,Canada,0.0,Why #Libya could be the next country in which #ISIS strengthens its jihadist footprint:
8901,Paris,0.0,Kurds battle Assad's forces for second day in Syria's Qamishli
8902,Madrid,0.0,#TwitterKurds #Rojava #YPG #YPJ #SDF #Syria #ISIS #Daesh #UK #GB
8903,Canada,0.5,"Iconic Palmyra Arch, Destroyed by ISIS, Honored with 3D Printed Replica in London"
8904,Canada,0.0,The #syria'n ppl messages to .@FedericaMog&amp;.@matteorenzi on their trip2 #Iran #FreeIran #No2Rouhani #IranDeal
8905,Bern,0.0,#Syria Kurdish #YPG try to storm regime hold #Qamishli National Hospital\nhttps:\/\/t.co\/X38F68yBt5
8906,Canada,0.0,"Britain to take in 3,000 more vulnerable child refugees from war-torn Syria region \n\nhttps:\/\/t.co\/BDf70VH9lx"
8907,Casablanca,1.0,#Obama begins #summit with #Gulf best friends  #terrorists financiers in #Syria and the World
8908,Canada,0.0,US blocks head of Syria's White Helmets rescue team from receiving award.
8909,Canada,0.0,ReutersWhite House co...
8910,Greenland,0.5,#Kurdish 'capital' erupts in battle between #Kurds and Assad militias - See more at:
8911,Baghdad,0.0,"#Iran #News King Salman met President Obama, Iranian interference and crisis in #Syria on\u2026"
8912,Belgrade,0.152380952381,Coworker said we should give syria some showers....you know...that special kind of showers ._.  wtf....
8913,Canada,0.0,Over 60% of the #Palestine #refugees registered with UNRWA in #Syria have been displaced. #RememberUs
8914,Amsterdam,0.25,White House is 'concerned' by reports more Russia materiel in Syria
8915,Canada,0.8,MIA missed what could have been a great opportunity to talk abt Palestine\/Syria\/ refugees &amp; instead just sat there blaming a\u2026
8916,Delhi,0.0,"'The bombs follow us everywhere,' refugees in Turkey-Syria border town tell MEE"
8917,Amsterdam,0.0,Belgium says 200 Belgians fighting in Syria pose terror threat
8918,Canada,0.0,https:\/\/t.co\/mlkpIrAWoO...
8919,Jerusalem,0.4,PM Netanyahu to President Putin:\nWe are working to prevent the transfer of advanced weaponry from Iran and Syria to Hezbolla\u2026
8920,Amsterdam,0.0,"With or without an agreement in Syria, the Golan Heights will remain under Israeli sove\u2026"
8921,Amsterdam,0.0,Raed Saleh leads efforts to rescue survivors of bombings in Syria. He was denied entry to the U.S. this week
8922,Canada,-0.2,"People flee from heavy fightingsbtw kurdish #YPG &amp; Assad-forces, Regime is shelling #Qami\u015flo with mortars \u2026 htt\u2026"
8923,Hawaii,-0.272222222222,"Sis, people in Europe got 'used' to WWII when it was going on, much less a war going on far from you:("
8924,London,-0.116666666667,israel Actively \u201cCooperates\u201d with ISIS &amp; Al Qaeda. Military Aid Channelled into Syria out\u2026
8925,Amsterdam,0.0,"Britain to take in 3,000 more vulnerable child refugees from war-torn Syria region \n\nhttps:\/\/t.co\/BDf70VH9lx"
8926,Canada,0.0,\u25ba Largest aid delivery yet arrives in Syria as talks falter: Aid groups launched their largest delivery of ass...
8927,Bern,-0.2,#Syria People of #Qamishli flee from heavy street fightings\nbtw kurdish #YPG &amp; #Assad-forces
8928,London,-0.24375,Minister's statement 'will do very little to help lone children' in EU - @savechildrenuk warns #childrefugees #Syria
8929,Canada,0.1,"\""U.N. sees 'modest' progress on Syria aid, but Damascus blocks supplies\"" -"
8930,Canada,0.0,The #syria'n ppl messages to .@FedericaMog&amp; .@matteorenzi on their  trip 2 #Iran #FreedemIran #No2Rouhani #IranDeal htt\u2026
8931,Brasilia,0.0,Largest aid delivery yet arrives in Syria as talks falter: Aid groups launched their largest delivery of assis...
8932,Canada,-0.1,"In the time she spent talking about Beyonce and BlackLivesMatter she could've spoken about Syria, Muslims and Palestinians"
8933,Riyadh,0.0,"#Video: 50 regime forces surrender to Kurds in #Qamishli, #Syria\nhttps:\/\/t.co\/DaLZ7fCJSk\n#\u0627\u0644\u0642\u0627\u0645\u0634\u0644\u064a #\u0633\u0648\u0631\u064a\u0627"
8934,United States,0.0,"Lord, prevent ISIS growth in Libya"
8935,Amsterdam,0.0681818181818,A recent uptick in violence in Syria suggests that a new crisis has begun
8936,Baghdad,0.0,"\u0623\u0628\u0648 \u063a\u0627\u0628\u064a - ABO GABi , #\u0627\u0644\u0622\u0646 \u0641\u064a #\u0633\u0644\u0627\u0645 \u0645\u0639 \u0646\u0648\u0631\u0633 \u064a\u0643\u0646 \u0639\u0644\u0649 \u0646\u0633\u0627\u0626\u0645 \u0633\u0648\u0631\u064a\u0627 - Nasaem Syria ... \n\n \u0644\u0644\u0627\u0633\u062a\u0645\u0627\u0639 :..."
8937,Canada,0.0,#Syria is on this map \nhttps:\/\/t.co\/Idpk7ViLtd
8938,Canada,0.0,"Inspired by Malala, this 15-year-old Syrian is fighting child marriages"
8939,Canada,1.0,"The best pharmacy. Obama, Concluding Talks With Gulf Leaders, Warns on Syria"
8940,Canada,0.466666666667,Fancy a #falafel? Here is an easy &amp; authentic #recipe by Nurfel from Syria:
8941,Krasnoyarsk,0.0,NATO tuy\u00ean b\u1ed1 Nga v\u1eabn hi\u1ec7n di\u1ec7n qu\u00e2n s\u1ef1 \u0111\u00e1ng k\u1ec3 \u1edf Syria
8942,Bern,0.0121212121212,#Syria Map of #Qamishli (need now a new one)\n#Assad-regime controls the city center &amp; southern outskirts
8943,Canada,0.0,"Obama, Concluding Talks With Gulf Leaders, Warns on Syria: President Obama said the cease-fire in Syria\u2019s five..."
8944,Canada,0.0,"US NEWS Obama, Concluding Talks With Gulf Leaders, Warns on Syria"
8945,Belgrade,0.0,"SYRIA: HAT (Kurdish anti-terror units) attacking the National Hospital in #Qamishli, to rout #NDF - @UniteKurdistan\nhttps:\/\/t.co\/GI2kS4LAYT"
8946,Canada,0.0,"(WSJ US) Obama, Concluding Talks With Gulf Leaders, Warns on Syria: President Obama said the cease-fire in Syr..."
8947,Canada,-0.05,"\""White House concerned Soviets  moving military equipment into Syria\"" -"
8948,Mumbai,0.1,"4 #Syria|n civilians confirmed killed, 30 wounded by #Assad regime shelling on civilian areas."
8949,Canada,0.5,#Kurdish 'capital' erupts in battle between #Kurds and Assad militias - See more at:
8950,Jakarta,0.0,Largest aid delivery yet arrives in Syria as talks falter
8951,South Africa,0.1,"The largest aid convoy in Syria so far, has arrived at besieged rebel-held town in the centre of the country."
8952,Canada,0.0,"Obama, Concluding Talks With Gulf Leaders, Warns on Syria"
8953,Canada,0.1,"4 #Syria|n civilians confirmed killed, 30 wounded by #Assad regime shelling on civilian areas."
8954,Quito,0.8,MIA missed what could have been a great opportunity to talk abt Palestine\/Syria\/ refugees &amp; instead just sat there blaming a\u2026
8955,Canada,-0.3,"Russia, Iran, Assad all friends. Dangerous friends for Western Civilization. "
8956,Island,0.0,#Iran is using Afghan child soldiers to fight &amp; die for Assad in #Syria
8957,Jerusalem,0.4,PM Netanyahu to President Putin:\nWe are working to prevent the transfer of advanced weaponry from Iran and Syria to Hezbolla\u2026
8958,Athens,-0.291666666667,"#Syria, hard videos of 250 civilians who tell living conditions in  Madaya and Zabadani via Hadi Al\u00a0Abdallah"
8959,London,0.0,"Hannah is 5, a refugee in Syria, born as Syria\u2019s crisis began. She\u2019s never seen her home. Never known peace."
8960,Bern,-0.333333333333,#Syria 4 residents killed &amp; 2 dozen wounded in #Qamishli bc mortar shelling from #SAA 154th base in southern outskirts
8961,Canada,0.0,"HAT (Kurdish anti-terror units) attacking the National Hospital in #Qamishli, to rout #NDF - @UniteKurdistan\nhttps:\/\/\u2026"
8962,\u0627\u0644\u0645\u0645\u0644\u0643\u0629 \u0627\u0644\u0623\u0631\u062f\u0646\u064a\u0629 \u0627\u0644\u0647\u0627\u0634\u0645\u064a\u0629,0.0,Can you see a pattern emerging? #Syria
8963,London,-0.116666666667,israel Actively \u201cCooperates\u201d with ISIS &amp; Al Qaeda. Military Aid Channelled into Syria out\u2026
8964,Hawaii,0.0,"Modern-day capitalism has also helped desensitize people, folk are focused on paying off credit-cards, mortgages."
8965,Athens,0.0,ypg kam\u0131\u015fl\u0131da ulusal hastane ye sald\u0131rmaya u\u011fra\u015f\u0131yormu\u015f.
8966,Riyadh,0.0,#\u0627\u0644\u062c\u064a\u0634_\u0627\u0644\u062d\u0631 \u064a\u062d\u0631\u0631 \u0642\u0631\u064a\u0629 #\u0643\u0641\u0631\u0634\u0648\u0634 \u0641\u064a #\u0631\u064a\u0641_\u062d\u0644\u0628_\u0627\u0644\u0634\u0645\u0627\u0644\u064a \u0628\u0639\u062f \u0627\u0634\u062a\u0628\u0627\u0643\u0627\u062a \u0645\u0639 #\u062a\u0646\u0638\u064a\u0645_\u062f\u0627\u0639\u0634 .\n#Syria
8967,Canada,0.0875,'Thanks to Russian Air Forces terrorists suffered major losses'
8968,Canada,0.1875,Following up on EU significant support to #syria #refugees in Kahramanmaras Turkey with @DanielssonEU @aneichhorst http\u2026
8969,Baghdad,0.0,\u0628\u062f\u0621 \u0625\u062f\u062e\u0627\u0644 \u0623\u0643\u0628\u0631 \u0642\u0627\u0641\u0644\u0629 \u0645\u0633\u0627\u0639\u062f\u0627\u062a \u0641\u064a #\u0633\u0648\u0631\u064a\u0627 \u0625\u0644\u0649 \u0645\u062f\u064a\u0646\u0629 #\u0627\u0644\u0631\u0633\u062a\u0646
8970,Canada,-0.1,"In the time she spent talking about Beyonce and BlackLivesMatter she could've spoken about Syria, Muslims and Palestinians"
8971,London,0.0,#FLASH \nCan anybody confirm this news? \n\nhttps:\/\/t.co\/Vsi03NhpRE
8972,Bern,0.0,#Syria Regime helicopters now above #Qamishli city \n-reinforcements or ecacuation?
8973,Canada,-0.05,White House concerned Russia moving military equipment into Syria - Reuters
8974,Canada,0.4,PM Netanyahu to President Putin:\nWe are working to prevent the transfer of advanced weaponry from Iran and Syria to Hezbolla\u2026
8975,Dhabi,0.0,We cannot see Al Assad in any future government in #Syria as he is part of the problem. #GCC_US_Summit
8976,Canada,0.0,"Russia ignores Obama\u2019s plea for Syria ceasefire, shifts forces to\u00a0Aleppo"
8977,Madrid,0.0,Combates entre el ISIS y el ejercito sirio en Arak y en la T3 al este de Palmira
8978,London,-0.24375,Minister's statement 'will do very little to help lone children' in EU - warns @savechildrenuk #childrefugees #Syria
8979,Amsterdam,0.0,Largest aid convoy reaches besieged Rastan in Syria
8980,Canada,0.0,The Hitchhiker's Guide to the Islamic State | A Raqqa resident joins an oil smuggler's journey across northern Syria https\u2026
8981,Canada,0.0,"King Salman met President Obama, Iranian interference and crisis in #Syria on agenda"
8982,Canada,0.0,#Syria Kurdish #YPG try to storm regime hold #Qamishli National Hospital\nhttps:\/\/t.co\/X38F68yBt5
8983,Canada,-0.3125,If it\u2019s not happening in your country\nthat doesn't mean it\u2019s not happening.\nThink about #Syria
8984,Canada,0.8,"If u want 2 know the facts, visit \u27a1 @Free_Media_Hub\n\u275dKeep ur steaks #Trump I'm happy with this bowl of gruel #Syria\u275e"
8985,Kabul,-0.0333333333333,"Iran sends Afghan children (refugees) to fight in #Syria, 5 killed this week, youngest was only 15 yrs old"
8986,London,0.0,"China's envoy to Syria promises further efforts to resolve crisis: China's envoy to Syria, Xie Xiaoyan, stress..."
8987,Beijing,0.0,Syria conflict: Largest aid convoy reaches besieged Rastan - BBC News
8988,Beijing,-0.05,White House concerned Russia moving military equipment into Syria - Reuters
8989,Canada,0.0,Largest Syria aid convoy reaches Rastan
8990,Canada,0.15,"\""Aid convoy sets off for rare delivery in Syria's Homs province - Red Cross\"" -"
8991,Canada,0.0,Adonis says Arabs need to separate btw religious &amp; political. But this presumes that these are separate categories.
8992,Athens,0.0,PM Netanyahu al Presidente Putin:estamos trabajando para prevenir la transferencia d armamento avanzado a #Hezbollah
8993,Bern,0.0121212121212,#Syria Map of #Qamishli (need now a new one)\n#Assad-regime controls the city center &amp; southern outskirts
8994,Canada,0.0,Scholars in Syria Detail Massive Recruitment Campaign in Video
8995,Riyadh,0.0,\u0631\u0626\u064a\u0633 \u0627\u0644\u0648\u0632\u0631\u0627\u0621 \u0627\u0644\u0633\u0648\u0631\u064a \u064a\u0624\u0643\u062f \u062f\u062e\u0648\u0644 5 \u0622\u0644\u0627\u0641 \u0645\u0633\u0644\u062d \u0645\u0646 #\u062a\u0631\u0643\u064a\u0627 \u0625\u0644\u0649 \u0631\u064a\u0641 \u062d\u0644\u0628 \u0648\u0625\u062f\u0644\u0628 ..\n#\u0623\u062e\u0628\u0627\u0631_\u0627\u0644\u062e\u0644\u064a\u062c #Syria
8996,Canada,0.4,PM Netanyahu to President Putin:\nWe are working to prevent the transfer of advanced weaponry from Iran and Syria to Hezbolla\u2026
8997,Canada,0.4,PM Netanyahu to President Putin:\nWe are working to prevent the transfer of advanced weaponry from Iran and Syria to Hezbolla\u2026
8998,Arizona,-0.291666666667,"#Syria, hard videos of 250 civilians who tell living conditions in  Madaya and Zabadani via Hadi Al\u00a0Abdallah"
8999,Kabul,-0.0333333333333,"Iran sends Afghan children (refugees) to fight in #Syria, 5 killed this week, youngest was only 15 yrs old"
9000,Canada,-0.05,"U.S. voices concern over Russian military equipment shipments to Syria, @Reuters  said April 21."
9001,Amsterdam,0.0,"Inspired by Malala, this 15-year-old Syrian is fighting child marriages"
9002,EuropeLondon,-0.2,"Children, women killed by Turkish border guards while fleeing Syria \u2013 report"
9003,Pretoria,0.5,Orphans of Syria eager for the love and affection of Al-Imdaad Foundation team members.
9004,Canada,0.0,@angelijka8 And she was incorrect. Farsi IS spoken in some regions of Syria.
9005,Canada,-0.2,Syria: Tajik Commander among 75 ISIS Members Killed in Deir Ezzur: The Syrian army's ambush operation against ...
9006,Jerusalem,0.4,PM Netanyahu to President Putin:\nWe are working to prevent the transfer of advanced weaponry from Iran and Syria to Hezbolla\u2026
9007,Canada,0.8,MIA missed what could have been a great opportunity to talk abt Palestine\/Syria\/ refugees &amp; instead just sat there blaming a\u2026
9008,Santiago,0.4,Retweeted Free Syria Media Hub (@Free_Media_Hub):\n\nChildren of #Syria
9009,Tokyo,0.0,\u30b7\u30ea\u30a2\u304b\u3089\u3001pray for Kumamoto\u3068\u3044\u3046\u30e1\u30c3\u30bb\u30fc\u30b8\u304c\u5c4a\u3044\u305f\u3002\u4e16\u754c\u306f\u718a\u672c\u3001\u4e5d\u5dde\u3092\u898b\u5b88\u3063\u3066\u304f\u308c\u3066\u3044\u308b\u3002pray for Syria\u3082\u307e\u305f\u3001\u5e83\u3052\u305f\u3044\u6c17\u6301\u3061\u3001\u7948\u308a\u3002
9010,Madrid,0.0,#TwitterKurds #Rojava #YPG #YPJ #SDF #Syria
9011,Canada,0.0,Assad must be stopped. He has imprisoned over 200K civilians. #Detainees_First  #SaveTheRest #Syria
9012,Bucharest,0.0,#Russia preparing ground offensive in northern #Syria
9013,London,0.1,"\""U.N. sees 'modest' progress on Syria aid, but Damascus blocks supplies\"" -"
9014,Canada,0.0,@afchine_alavi @IranArabSpring @femmiran #No2Rouhani #Iran #FreeIran #syria
9015,Athens,0.0,#Syria #ChildProtection #YouthDevelopment #Peace Competition for children &amp; youth at @UKSSD2012  @xosewist @IPYG_ZA
9016,Dublin,0.0,"Stronger for Scotland\n\nNatalie McGarry MP written &amp; oral questions.\n\nGlasgow East - 6 questions\n\nTurkey, Kurds &amp; Syria -\u2026"
9017,Baghdad,0.0,\u0644\u0646 \u0646\u0633\u0627\u0645\u062d \u0643\u0644 \u0645\u0646 \u062e\u0630\u0644\u0646\u0627\n#\u0633\u0648\u0631\u064a\u0627\nwe will not forget\n#Syria #Assadcrimes
9018,Quito,0.8,MIA missed what could have been a great opportunity to talk abt Palestine\/Syria\/ refugees &amp; instead just sat there blaming a\u2026
9019,Hanoi,0.0,NATO tuy\u00ean b\u1ed1 Nga v\u1eabn hi\u1ec7n di\u1ec7n qu\u00e2n s\u1ef1 \u0111\u00e1ng k\u1ec3 \u1edf Syria
9020,Canada,0.0,Lets tell this son of a Mailman to drop out and take Soros and all the Ohio refugees and illegals with him! Syria?
9021,London,0.0,"King Salman met President Obama, Iranian interference and crisis in #Syria on agenda"
9022,Canada,-0.1,"A \""mutually hurting stalemate\"" (each side sees no chance to advance in battle) is a prerequisite for talks but a distant reality in #Syria."
9023,Canada,-0.2,Syria: Tajik Commander among 75 ISIS Members Killed in Deir Ezzur
9024,Minsk,0.0,Syrian children (under the rubble ) they victims of #Russia airstrikes on their house #warcrimes \n#Syria \nhttps:\/\/t.co\/EtREr\u2026
9025,Casablanca,0.0,The perilous life of an oil trader in Syria
9026,Bangkok,0.1,"\""U.N. sees 'modest' progress on Syria aid, but Damascus blocks supplies\"" -"
9027,Mumbai,0.25,Turkish First Lady brought Syrian girl's relatives from #Syria to #Turkey. Where's Syrian First Lady Asma Assad?
9028,Copenhagen,0.0,Abduction of #Damascus Barza neighborhood women causes public outcry
9029,Lumpur,0.25,"@basyimon hii. Kite pn tk reti pakai instant. Rasa cam, suka hatila nk pusing kot mana. Exception for syria instant tkpe :P"
9030,London,0.0,#GPX\n\nIf issues in Syria could finally sort out...
9031,Riyadh,0.0,#ISIS #Sex #Slavery #Market. #Yazidi #Women ##Iraq #Syria\n\u0633\u0648\u0642 #\u0627\u0644\u0633\u0628\u0627\u064a\u0627 \u0639\u0646\u062f #\u062f\u0627\u0639\u0634 \u0641\u064a #\u0633\u0648\u0631\u064a\u0627 \u0648 #\u0627\u0644\u0639\u0631\u0627\u0642\nhttp:\/\/t.co\/5eYydGzaAI
9032,Canada,0.8,MIA missed what could have been a great opportunity to talk abt Palestine\/Syria\/ refugees &amp; instead just sat there blaming a\u2026
